Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),Site ID (of Overall AQI),Source (of Overall AQI),CO,Ozone,PM10,PM25,NO2
05/29/2022,39,Ozone,Chico-East Avenue,06-007-0008,AQS,1,39,2,12,2
05/30/2022,41,Ozone,Chico-East Avenue,06-007-0008,AQS,1,41,3,7,3
05/31/2022,40,Ozone,Chico-East Avenue,06-007-0008,AQS,2,40,10,9,8
06/01/2022,44,Ozone,Paradise - Airport,06-007-0007,AQS,2,44,9,12,8
06/02/2022,43,Ozone,Chico-East Avenue,06-007-0008,AQS,2,43,15,20,8
06/03/2022,34,Ozone,Paradise - Airport,06-007-0007,AQS,1,34,15,15,4
06/04/2022,47,Ozone,Paradise - Airport,06-007-0007,AQS,1,47,7,8,3
06/05/2022,31,Ozone,Paradise - Airport,06-007-0007,AQS,1,31,3,13,3
06/06/2022,49,Ozone,Paradise - Airport,06-007-0007,AQS,1,49,5,22,8
06/07/2022,80,Ozone,Paradise - Airport,06-007-0007,AQS,2,80,8,16,11
06/08/2022,51,Ozone,Paradise - Airport,06-007-0007,AQS,2,51,15,27,5
06/09/2022,43,Ozone,Chico-East Avenue,06-007-0008,AQS,2,43,11,19,7
06/10/2022,27,Ozone,Paradise - Airport,06-007-0007,AQS,1,27,8,16,8
06/11/2022,36,Ozone,Chico-East Avenue,06-007-0008,AQS,1,36,6,11,6
06/12/2022,36,Ozone,Chico-East Avenue,06-007-0008,AQS,1,36,8,8,3
06/13/2022,35,Ozone,Chico-East Avenue,06-007-0008,AQS,1,35,8,14,3
06/14/2022,41,Ozone,Chico-East Avenue,06-007-0008,AQS,1,41,9,24,7
06/15/2022,50,Ozone,Chico-East Avenue,06-007-0008,AQS,2,50,16,26,7
06/16/2022,50,Ozone,Paradise - Airport,06-007-0007,AQS,1,50,14,31,3
06/17/2022,39,Ozone,Chico-East Avenue,06-007-0008,AQS,1,39,14,22,2
06/18/2022,39,Ozone,Chico-East Avenue,06-007-0008,AQS,1,39,5,14,6
06/19/2022,38,Ozone,Chico-East Avenue,06-007-0008,AQS,1,38,2,12,4
06/20/2022,35,Ozone,Paradise - Airport,06-007-0007,AQS,1,35,,18,
06/21/2022,44,Ozone,Paradise - Airport,06-007-0007,AQS,,44,,8,
06/22/2022,87,Ozone,Paradise - Airport,06-007-0007,AQS,,87,,38,
06/23/2022,90,Ozone,Chico-East Avenue,06-007-0008,AQS,2,90,,31,
06/24/2022,71,Ozone,Paradise - Airport,06-007-0007,AQS,2,71,17,29,6
06/25/2022,77,Ozone,Chico-East Avenue,06-007-0008,AQS,2,77,13,29,8
06/26/2022,48,Ozone,Chico-East Avenue,06-007-0008,AQS,2,48,8,21,4
06/27/2022,46,Ozone,Chico-East Avenue,06-007-0008,AQS,2,46,11,28,7
06/28/2022,54,Ozone,Chico-East Avenue,06-007-0008,AQS,2,54,19,42,6
06/29/2022,74,Ozone,Paradise - Airport,06-007-0007,AQS,2,74,22,38,5
06/30/2022,50,Ozone,Paradise - Airport,06-007-0007,AQS,2,50,20,40,6
07/01/2022,44,Ozone,Chico-East Avenue,06-007-0008,AQS,2,44,17,36,4
07/02/2022,40,Ozone,Paradise - Airport,06-007-0007,AQS,1,40,17,28,3
07/03/2022,34,Ozone,Paradise - Airport,06-007-0007,AQS,2,34,11,25,3
07/04/2022,28,Ozone,Paradise - Airport,06-007-0007,AQS,1,28,8,26,5
07/05/2022,24,PM2.5,Chico-East Avenue,06-007-0008,AQS,1,24,12,24,4
07/06/2022,35,Ozone,Chico-East Avenue,06-007-0008,AQS,1,35,11,18,2
07/07/2022,42,Ozone,Paradise - Airport,06-007-0007,AQS,1,42,12,18,5
07/08/2022,54,Ozone,Chico-East Avenue,06-007-0008,AQS,1,54,14,22,7
07/09/2022,47,Ozone,Paradise - Airport,06-007-0007,AQS,1,47,12,24,4
07/10/2022,58,Ozone,Paradise - Airport,06-007-0007,AQS,2,58,6,25,5
07/11/2022,74,Ozone,Paradise - Airport,06-007-0007,AQS,2,74,21,35,8
07/12/2022,71,Ozone,Chico-East Avenue,06-007-0008,AQS,2,71,22,38,10
07/13/2022,49,Ozone,Paradise - Airport,06-007-0007,AQS,1,49,18,31,5
07/14/2022,54,Ozone,Chico-East Avenue,06-007-0008,AQS,2,54,18,33,9
07/15/2022,48,Ozone,Paradise - Airport,06-007-0007,AQS,2,48,17,38,6
07/16/2022,80,Ozone,Chico-East Avenue,06-007-0008,AQS,2,80,14,27,7
07/17/2022,61,Ozone,Chico-East Avenue,06-007-0008,AQS,2,61,12,32,6
07/18/2022,51,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,50,17,51,7
07/19/2022,64,Ozone,Chico-East Avenue,06-007-0008,AQS,2,64,19,32,8
07/20/2022,64,Ozone,Chico-East Avenue,06-007-0008,AQS,2,64,20,40,7
07/21/2022,58,Ozone,Paradise - Airport,06-007-0007,AQS,2,58,20,22,9
07/22/2022,64,Ozone,Paradise - Airport,06-007-0007,AQS,2,64,20,32,7
07/23/2022,64,Ozone,Paradise - Airport,06-007-0007,AQS,2,64,16,34,6
07/24/2022,74,Ozone,Paradise - Airport,06-007-0007,AQS,2,74,13,43,7
07/25/2022,77,Ozone,Paradise - Airport,06-007-0007,AQS,2,77,25,48,6
07/26/2022,61,Ozone,Paradise - Airport,06-007-0007,AQS,2,61,30,41,6
07/27/2022,80,Ozone,Chico-East Avenue,06-007-0008,AQS,2,80,21,39,4
07/28/2022,90,Ozone,Chico-East Avenue,06-007-0008,AQS,2,90,26,49,6
07/29/2022,84,Ozone,Paradise - Airport,06-007-0007,AQS,2,84,27,52,8
07/30/2022,51,Ozone,Paradise - Airport,06-007-0007,AQS,2,51,23,50,6
07/31/2022,41,PM2.5,Paradise - Theater,06-007-2002,AQS,2,37,,41,
08/01/2022,42,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,30,22,42,6
08/02/2022,51,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,49,20,51,13
08/03/2022,58,Ozone,Chico-East Avenue,06-007-0008,AQS,2,58,22,52,8
08/04/2022,56,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,45,25,56,6
08/05/2022,44,Ozone,Paradise - Airport,06-007-0007,AQS,1,44,19,34,4
08/06/2022,43,Ozone,Paradise - Airport,06-007-0007,AQS,1,43,13,29,5
08/07/2022,53,PM2.5,Chico-East Avenue,06-007-0008,AQS,1,45,13,53,3
08/08/2022,44,Ozone,Paradise - Airport,06-007-0007,AQS,1,44,16,28,4
08/09/2022,39,Ozone,Chico-East Avenue,06-007-0008,AQS,1,39,18,36,4
08/10/2022,44,Ozone,Paradise - Airport,06-007-0007,AQS,2,44,15,20,6
08/11/2022,45,Ozone,Chico-East Avenue,06-007-0008,AQS,2,45,15,23,7
08/12/2022,44,Ozone,Paradise - Airport,06-007-0007,AQS,2,44,16,19,7
08/13/2022,71,Ozone,Paradise - Airport,06-007-0007,AQS,2,71,18,36,8
08/14/2022,64,Ozone,Chico-East Avenue,06-007-0008,AQS,2,64,17,49,7
08/15/2022,95,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,90,48,95,18
08/16/2022,87,Ozone,Chico-East Avenue,06-007-0008,AQS,5,87,45,82,18
08/17/2022,84,Ozone,Chico-East Avenue,06-007-0008,AQS,3,84,43,63,14
08/18/2022,84,Ozone,Chico-East Avenue,06-007-0008,AQS,3,84,36,56,16
08/19/2022,84,Ozone,Chico-East Avenue,06-007-0008,AQS,2,84,36,52,9
08/20/2022,71,Ozone,Paradise - Airport,06-007-0007,AQS,2,71,31,61,8
08/21/2022,51,Ozone,Chico-East Avenue,06-007-0008,AQS,2,51,19,47,7
08/22/2022,55,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,50,32,55,8
08/23/2022,58,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,48,31,58,11
08/24/2022,58,Ozone,Chico-East Avenue,06-007-0008,AQS,2,58,29,44,8
08/25/2022,49,Ozone,Chico-East Avenue,06-007-0008,AQS,2,49,29,38,8
08/26/2022,58,Ozone,Chico-East Avenue,06-007-0008,AQS,2,58,29,34,8
08/27/2022,49,Ozone,Chico-East Avenue,06-007-0008,AQS,2,49,22,38,7
08/28/2022,58,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,51,19,58,7
08/29/2022,54,Ozone,Chico-East Avenue,06-007-0008,AQS,2,54,32,47,8
08/30/2022,74,Ozone,Paradise - Airport,06-007-0007,AQS,3,74,37,52,13
08/31/2022,61,Ozone,Paradise - Airport,06-007-0007,AQS,2,61,29,37,7
09/01/2022,67,Ozone,Chico-East Avenue,06-007-0008,AQS,2,67,36,30,11
09/02/2022,71,Ozone,Paradise - Airport,06-007-0007,AQS,2,71,34,31,13
09/03/2022,52,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,2,47,21,52,7
09/04/2022,46,Ozone,Chico-East Avenue,06-007-0008,AQS,2,46,14,22,8
09/05/2022,54,Ozone,Chico-East Avenue,06-007-0008,AQS,2,54,22,39,11
09/06/2022,58,Ozone,Chico-East Avenue,06-007-0008,AQS,3,58,49,50,17
09/07/2022,77,Ozone,Chico-East Avenue,06-007-0008,AQS,2,77,44,53,12
09/08/2022,67,Ozone,Chico-East Avenue,06-007-0008,AQS,2,67,39,58,13
09/09/2022,85,PM2.5,Paradise - Theater,06-007-2002,AQS,3,51,47,85,8
09/10/2022,114,PM2.5,Paradise - Theater,06-007-2002,AQS,7,49,61,114,8
09/11/2022,119,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,61,53,119,12
09/12/2022,85,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,47,48,85,15
09/13/2022,40,PM2.5,Chico-East Avenue,06-007-0008,AQS,3,39,28,40,6
09/14/2022,44,Ozone,Paradise - Airport,06-007-0007,AQS,2,44,20,43,5
09/15/2022,59,PM2.5,Chico-East Avenue,06-007-0008,AQS,3,45,31,59,8
09/16/2022,55,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,47,35,55,
09/17/2022,81,PM2.5,Paradise - Theater,06-007-2002,AQS,5,44,37,81,5
09/18/2022,32,Ozone,Paradise - Airport,06-007-0007,AQS,1,32,13,22,4
09/19/2022,31,Ozone,Paradise - Airport,06-007-0007,AQS,1,31,4,14,4
09/20/2022,33,Ozone,Paradise - Airport,06-007-0007,AQS,2,33,5,17,8
09/21/2022,36,Ozone,Paradise - Airport,06-007-0007,AQS,2,36,10,26,8
09/22/2022,37,Ozone,Chico-East Avenue,06-007-0008,AQS,2,37,7,16,13
09/23/2022,47,Ozone,Paradise - Airport,06-007-0007,AQS,3,47,12,21,12
09/24/2022,54,Ozone,Paradise - Airport,06-007-0007,AQS,2,54,14,33,11
09/25/2022,48,Ozone,Chico-East Avenue,06-007-0008,AQS,2,48,11,23,11
09/26/2022,67,Ozone,Chico-East Avenue,06-007-0008,AQS,3,67,19,34,14
09/27/2022,74,Ozone,Paradise - Airport,06-007-0007,AQS,2,74,21,36,12
09/28/2022,50,Ozone,Paradise - Airport,06-007-0007,AQS,2,50,22,45,10
09/29/2022,44,Ozone,Paradise - Airport,06-007-0007,AQS,2,44,20,24,15
09/30/2022,43,Ozone,Paradise - Airport,06-007-0007,AQS,2,43,19,12,14
10/01/2022,51,Ozone,Paradise - Airport,06-007-0007,AQS,2,51,19,26,11
10/02/2022,48,Ozone,Paradise - Airport,06-007-0007,AQS,2,48,19,33,11
10/03/2022,61,Ozone,Paradise - Airport,06-007-0007,AQS,3,61,30,48,12
10/04/2022,71,Ozone,Chico-East Avenue,06-007-0008,AQS,3,71,33,48,14
10/05/2022,93,Ozone,Chico-East Avenue,06-007-0008,AQS,3,93,36,55,17
10/06/2022,74,Ozone,Chico-East Avenue,06-007-0008,AQS,5,74,31,51,18
10/07/2022,61,Ozone,Paradise - Airport,06-007-0007,AQS,3,61,34,37,17
10/08/2022,58,Ozone,Paradise - Airport,06-007-0007,AQS,3,58,27,41,20
10/09/2022,58,Ozone,Paradise - Airport,06-007-0007,AQS,3,58,24,38,19
10/10/2022,54,Ozone,Paradise - Airport,06-007-0007,AQS,3,54,37,48,17
10/11/2022,71,Ozone,Paradise - Airport,06-007-0007,AQS,5,71,49,55,18
10/12/2022,71,Ozone,Paradise - Airport,06-007-0007,AQS,3,71,51,59,15
10/13/2022,58,PM2.5,Chico-East Avenue,06-007-0008,AQS,3,49,51,58,14
10/14/2022,61,Ozone,Paradise - Airport,06-007-0007,AQS,5,61,54,59,23
10/15/2022,87,Ozone,Paradise - Airport,06-007-0007,AQS,3,87,43,55,12
10/16/2022,55,PM2.5,Chico-East Avenue,06-007-0008,AQS,3,42,25,55,7
10/17/2022,52,PM2.5,Chico-East Avenue,06-007-0008,AQS,2,46,33,52,10
10/18/2022,71,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,45,34,71,17
10/19/2022,56,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,45,44,56,
10/20/2022,77,Ozone,Paradise - Airport,06-007-0007,AQS,6,77,45,57,
10/21/2022,87,Ozone,Paradise - Airport,06-007-0007,AQS,5,87,46,57,14
10/22/2022,39,Ozone,Chico-East Avenue,06-007-0008,AQS,3,39,25,28,4
10/23/2022,35,Ozone,Paradise - Airport,06-007-0007,AQS,2,35,11,26,8
10/24/2022,39,Ozone,Paradise - Airport,06-007-0007,AQS,5,39,26,28,10
10/25/2022,41,Ozone,Paradise - Airport,06-007-0007,AQS,5,41,31,39,22
10/26/2022,37,Ozone,Paradise - Airport,06-007-0007,AQS,3,37,24,17,5
10/27/2022,42,Ozone,Paradise - Airport,06-007-0007,AQS,5,42,22,20,20
10/28/2022,46,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,45,39,46,25
10/29/2022,53,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,44,22,53,21
10/30/2022,55,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,43,19,55,14
10/31/2022,56,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,43,41,56,22
11/01/2022,47,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,34,24,47,8
11/02/2022,34,Ozone,Paradise - Airport,06-007-0007,AQS,3,34,5,16,9
11/03/2022,32,Ozone,Paradise - Airport,06-007-0007,AQS,5,32,8,23,19
11/04/2022,42,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,32,14,42,22
11/05/2022,27,PM2.5,Chico-East Avenue,06-007-0008,AQS,5,27,8,27,7
11/06/2022,34,Ozone,Paradise - Airport,06-007-0007,AQS,2,34,8,27,4
11/07/2022,35,Ozone,Paradise - Airport,06-007-0007,AQS,2,35,3,16,5
11/08/2022,33,Ozone,Paradise - Airport,06-007-0007,AQS,3,33,4,17,11
11/09/2022,30,PM2.5,Chico-East Avenue,06-007-0008,AQS,3,27,6,30,13
11/10/2022,53,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,31,10,53,11
11/11/2022,60,PM2.5,Chico-East Avenue,06-007-0008,AQS,9,28,16,60,20
11/12/2022,57,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,33,13,57,12
11/13/2022,52,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,34,8,52,13
11/14/2022,56,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,33,16,56,24
11/15/2022,53,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,40,14,53,19
11/16/2022,52,PM2.5,Chico-East Avenue,06-007-0008,AQS,8,38,16,52,20
11/17/2022,64,PM2.5,Chico-East Avenue,06-007-0008,AQS,8,39,21,64,24
11/18/2022,61,PM2.5,Chico-East Avenue,06-007-0008,AQS,9,39,20,61,23
11/19/2022,57,PM2.5,Chico-East Avenue,06-007-0008,AQS,8,36,14,57,21
11/20/2022,71,PM2.5,Chico-East Avenue,06-007-0008,AQS,13,35,20,71,18
11/21/2022,78,PM2.5,Chico-East Avenue,06-007-0008,AQS,10,37,28,78,25
11/22/2022,87,PM2.5,Chico-East Avenue,06-007-0008,AQS,11,36,33,87,27
11/23/2022,62,PM2.5,Chico-East Avenue,06-007-0008,AQS,9,39,20,62,21
11/24/2022,64,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,7,43,19,64,21
11/25/2022,69,PM2.5,Chico-East Avenue,06-007-0008,AQS,9,42,24,69,25
11/26/2022,50,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,10,39,14,50,16
11/27/2022,65,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,38,19,65,22
11/28/2022,64,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,7,37,16,64,19
11/29/2022,54,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,36,20,54,25
11/30/2022,54,PM2.5,Chico-East Avenue,06-007-0008,AQS,8,37,22,54,19
12/01/2022,33,Ozone,Paradise - Airport,06-007-0007,AQS,3,33,5,26,10
12/02/2022,55,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,31,13,55,16
12/03/2022,57,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,26,9,57,8
12/04/2022,34,Ozone,Paradise - Airport,06-007-0007,AQS,5,34,3,16,8
12/05/2022,32,Ozone,Paradise - Airport,06-007-0007,AQS,3,32,6,22,6
12/06/2022,35,PM2.5,Chico-East Avenue,06-007-0008,AQS,5,32,9,35,12
12/07/2022,62,PM2.5,Chico-East Avenue,06-007-0008,AQS,10,31,18,62,19
12/08/2022,52,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,32,11,52,13
12/09/2022,44,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,31,9,44,8
12/10/2022,34,Ozone,Paradise - Airport,06-007-0007,AQS,2,34,6,24,3
12/11/2022,35,Ozone,Paradise - Airport,06-007-0007,AQS,3,35,4,19,6
12/12/2022,32,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,32,6,32,
12/13/2022,67,PM2.5,Chico-East Avenue,06-007-0008,AQS,9,32,19,67,17
12/14/2022,66,PM2.5,Chico-East Avenue,06-007-0008,AQS,11,27,18,66,16
12/15/2022,59,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,7,38,15,59,15
12/16/2022,66,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,9,34,19,66,21
12/17/2022,84,PM2.5,Chico-East Avenue,06-007-0008,AQS,14,32,26,84,19
12/18/2022,96,PM2.5,Chico-East Avenue,06-007-0008,AQS,14,29,32,96,22
12/19/2022,73,PM2.5,Chico-East Avenue,06-007-0008,AQS,9,17,17,73,8
12/20/2022,78,PM2.5,Chico-East Avenue,06-007-0008,AQS,10,14,25,78,20
12/21/2022,88,PM2.5,Chico-East Avenue,06-007-0008,AQS,11,27,31,88,20
12/22/2022,83,PM2.5,Chico-East Avenue,06-007-0008,AQS,8,,29,83,
12/23/2022,82,PM2.5,Chico-East Avenue,06-007-0008,AQS,9,23,25,82,14
12/24/2022,79,PM2.5,Chico-East Avenue,06-007-0008,AQS,10,22,26,79,14
12/25/2022,109,PM2.5,Chico-East Avenue,06-007-0008,AQS,11,20,27,109,7
12/26/2022,58,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,36,13,58,6
12/27/2022,35,Ozone,Paradise - Airport,06-007-0007,AQS,5,35,6,20,3
12/28/2022,52,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,30,17,52,17
12/29/2022,34,Ozone,Paradise - Airport,06-007-0007,AQS,6,34,4,18,6
12/30/2022,32,Ozone,Chico-East Avenue,06-007-0008,AQS,3,32,1,6,2
12/31/2022,40,Ozone,Paradise - Airport,06-007-0007,AQS,3,40,3,14,8
01/01/2023,37,Ozone,Paradise - Airport,06-007-0007,AQS,7,37,6,31,21
01/02/2023,44,PM2.5,Chico-East Avenue,06-007-0008,AQS,8,35,8,44,14
01/03/2023,39,PM2.5,Chico-East Avenue,06-007-0008,AQS,5,31,5,39,11
01/04/2023,37,Ozone,Paradise - Airport,06-007-0007,AQS,3,37,4,19,9
01/05/2023,36,Ozone,Chico-East Avenue,06-007-0008,AQS,2,36,3,13,3
01/06/2023,36,Ozone,Paradise - Airport,06-007-0007,AQS,2,36,11,32,8
01/07/2023,39,Ozone,Chico-East Avenue,06-007-0008,AQS,2,39,4,14,8
01/08/2023,38,Ozone,Chico-East Avenue,06-007-0008,AQS,2,38,4,27,3
01/09/2023,36,Ozone,Paradise - Airport,06-007-0007,AQS,5,36,7,22,9
01/10/2023,41,Ozone,Paradise - Airport,06-007-0007,AQS,5,41,5,23,11
01/11/2023,38,Ozone,Paradise - Airport,06-007-0007,AQS,2,38,3,17,7
01/12/2023,35,Ozone,Paradise - Airport,06-007-0007,AQS,2,35,7,18,8
01/13/2023,37,Ozone,Paradise - Airport,06-007-0007,AQS,2,37,5,15,8
01/14/2023,39,Ozone,Paradise - Airport,06-007-0007,AQS,2,39,3,12,3
01/15/2023,38,Ozone,Chico-East Avenue,06-007-0008,AQS,2,38,3,18,3
01/16/2023,34,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,32,6,34,15
01/17/2023,55,PM2.5,Chico-East Avenue,06-007-0008,AQS,9,31,14,55,15
01/18/2023,57,PM2.5,Chico-East Avenue,06-007-0008,AQS,11,33,13,57,13
01/19/2023,36,Ozone,Paradise - Airport,06-007-0007,AQS,2,36,3,23,8
01/20/2023,53,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,36,10,53,19
01/21/2023,61,PM2.5,Chico-East Avenue,06-007-0008,AQS,8,33,17,61,21
01/22/2023,45,PM2.5,Chico-East Avenue,06-007-0008,AQS,8,36,6,45,12
01/23/2023,39,Ozone,Paradise - Airport,06-007-0007,AQS,6,39,11,38,21
01/24/2023,56,PM2.5,Chico-East Avenue,06-007-0008,AQS,8,39,21,56,25
01/25/2023,55,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,7,33,,55,25
01/26/2023,49,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,39,,49,22
01/27/2023,62,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,8,34,,62,19
01/28/2023,56,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,7,31,,56,17
01/29/2023,29,Ozone,Chico-East Avenue,06-007-0008,AQS,5,29,,23,15
01/30/2023,53,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,36,,53,25
01/31/2023,31,Ozone,Chico-East Avenue,06-007-0008,AQS,9,31,,29,21
02/01/2023,64,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,37,,64,29
02/02/2023,77,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,35,,77,22
02/03/2023,52,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,7,41,,52,19
02/04/2023,52,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,37,,52,7
02/05/2023,37,Ozone,Paradise - Airport,06-007-0007,AQS,3,37,,27,11
02/06/2023,41,Ozone,Paradise - Airport,06-007-0007,AQS,5,41,,19,16
02/07/2023,56,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,35,14,56,21
02/08/2023,65,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,36,19,65,20
02/09/2023,62,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,39,20,62,20
02/10/2023,58,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,40,13,58,15
02/11/2023,40,Ozone,Paradise - Airport,06-007-0007,AQS,3,40,6,29,9
02/12/2023,43,Ozone,Paradise - Airport,06-007-0007,AQS,5,43,8,41,19
02/13/2023,44,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,43,15,44,19
02/14/2023,38,Ozone,Paradise - Airport,06-007-0007,AQS,2,38,12,14,6
02/15/2023,39,Ozone,Paradise - Airport,06-007-0007,AQS,5,39,12,28,24
02/16/2023,73,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,8,41,24,73,26
02/17/2023,60,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,40,20,60,22
02/18/2023,65,PM2.5,Chico-East Avenue,06-007-0008,AQS,7,42,19,65,20
02/19/2023,59,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,9,40,14,59,16
02/20/2023,62,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,5,44,24,62,19
02/21/2023,48,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,6,41,17,48,21
02/22/2023,40,Ozone,Paradise - Airport,06-007-0007,AQS,3,40,6,20,21
02/23/2023,40,Ozone,Paradise - Airport,06-007-0007,AQS,2,40,6,21,4
02/24/2023,39,Ozone,Paradise - Airport,06-007-0007,AQS,2,39,2,23,5
02/25/2023,34,Ozone,Paradise - Airport,06-007-0007,AQS,2,34,6,30,5
02/26/2023,38,Ozone,Paradise - Airport,06-007-0007,AQS,2,38,0,21,3
02/27/2023,40,Ozone,Paradise - Airport,06-007-0007,AQS,2,40,3,21,4
02/28/2023,42,Ozone,Paradise - Airport,06-007-0007,AQS,3,42,4,22,13
03/01/2023,42,Ozone,Paradise - Airport,06-007-0007,AQS,3,42,4,21,13
03/02/2023,41,PM2.5,Chico-East Avenue,06-007-0008,AQS,6,39,8,41,21
03/03/2023,41,Ozone,Chico-East Avenue,06-007-0008,AQS,3,41,8,31,16
03/04/2023,41,Ozone,Chico-East Avenue,06-007-0008,AQS,3,41,7,27,4
03/05/2023,43,Ozone,Chico-East Avenue,06-007-0008,AQS,2,43,2,13,3
03/06/2023,39,Ozone,Chico-East Avenue,06-007-0008,AQS,2,39,3,18,7
03/07/2023,43,Ozone,Chico-East Avenue,06-007-0008,AQS,2,43,2,19,4
03/08/2023,43,Ozone,Chico-East Avenue,06-007-0008,AQS,2,43,2,20,6
03/09/2023,40,Ozone,Chico-East Avenue,06-007-0008,AQS,2,40,3,16,8
03/10/2023,44,Ozone,Chico-East Avenue,06-007-0008,AQS,2,44,2,20,6
03/11/2023,40,Ozone,Paradise - Airport,06-007-0007,AQS,3,40,6,38,8
03/12/2023,34,Ozone,Chico-East Avenue,06-007-0008,AQS,3,34,2,17,5
03/13/2023,32,Ozone,Chico-East Avenue,06-007-0008,AQS,2,32,3,12,2
03/14/2023,36,Ozone,Chico-East Avenue,06-007-0008,AQS,1,36,0,12,3
03/15/2023,40,Ozone,Paradise - Airport,06-007-0007,AQS,1,40,3,18,5
03/16/2023,43,Ozone,Chico-East Avenue,06-007-0008,AQS,3,43,11,34,17
03/17/2023,44,PM2.5,"TRAFFIC, RURAL PAVED ROAD",06-007-4001,AQS,3,43,13,44,14
03/18/2023,50,PM2.5,Chico-East Avenue,06-007-0008,AQS,3,40,12,50,10
03/19/2023,44,Ozone,Chico-East Avenue,06-007-0008,AQS,5,44,6,25,8
03/20/2023,44,Ozone,Chico-East Avenue,06-007-0008,AQS,2,44,5,19,6
03/21/2023,41,Ozone,Paradise - Airport,06-007-0007,AQS,2,41,5,21,6
03/22/2023,43,Ozone,Chico-East Avenue,06-007-0008,AQS,3,43,4,19,10
03/23/2023,41,Ozone,Chico-East Avenue,06-007-0008,AQS,3,41,4,18,6
03/24/2023,43,Ozone,Chico-East Avenue,06-007-0008,AQS,3,43,4,10,21
03/25/2023,44,Ozone,Chico-East Avenue,06-007-0008,AQS,2,44,4,21,1
03/26/2023,43,Ozone,Chico-East Avenue,06-007-0008,AQS,2,43,1,15,8
03/27/2023,45,Ozone,Chico-East Avenue,06-007-0008,AQS,3,45,6,23,21
